"team_id","team_name","league_id","league_name","country","stadium","website","facebook","twitter","instagram","description","logo_url","jersey_url","founded","team_metadata","created_at","updated_at"
"134931","Kansas City Chiefs","4391","NFL","United States","GEHA Field at Arrowhead Stadium","www.kcchiefs.com","www.facebook.com/KansasCityChiefs","twitter.com/kcchiefs","www.instagram.com/chiefs/?hl=en","The Kansas City Chiefs are a professional American football team in Kansas City, Missouri. A member of the AFC West division of the National Football League (NFL), the team was founded in 1960 as the Dallas Texans, a charter member of the American Football League (AFL). In 1963, the team relocated to Kansas City and assumed their current name, joining the NFL in the 1970 AFL–NFL merger. The team is valued at just under $1 billion.

The Chiefs won three AFL championships, in 1962, 1966 and 1969, and became the second AFL team (after the New York Jets) to defeat an NFL team in an AFL–NFL World Championship Game when they defeated the Minnesota Vikings in Super Bowl IV. The team's victory on January 11, 1970 remains the club's last championship game victory and appearance. The Chiefs were also the second team, after the Green Bay Packers, to appear in more than one Super Bowl, and the first to appear in the championship game in two different decades.","","",1960,"{""sport"": ""American Football"", ""description"": ""The Kansas City Chiefs are a professional American football team in Kansas City, Missouri. A member of the AFC West division of the National Football League (NFL), the team was founded in 1960 as the Dallas Texans, a charter member of the American Football League (AFL). In 1963, the team relocated to Kansas City and assumed their current name, joining the NFL in the 1970 AFL\u2013NFL merger. The team is valued at just under $1 billion.\r\n\r\nThe Chiefs won three AFL championships, in 1962, 1966 and 1969, and became the second AFL team (after the New York Jets) to defeat an NFL team in an AFL\u2013NFL World Championship Game when they defeated the Minnesota Vikings in Super Bowl IV. The team's victory on January 11, 1970 remains the club's last championship game victory and appearance. The Chiefs were also the second team, after the Green Bay Packers, to appear in more than one Super Bowl, and the first to appear in the championship game in two different decades."", ""keywords"": """", ""colors"": null, ""manager"": null, ""alternate_names"": null}","2025-05-18T20:15:30.081477","2025-05-18T20:15:30.081490"
"134930","Denver Broncos","4391","NFL","United States","Empower Field at Mile High","www.denverbroncos.com","www.facebook.com/DenverBroncos","twitter.com/Broncos","www.instagram.com/broncos","The Denver Broncos are a professional American football team based in Denver, Colorado. They are members of the West Division of the American Football Conference (AFC) in the National Football League (NFL). The Broncos began play in 1960 as a charter member of the American Football League (AFL) and joined the NFL as part of the merger in 1970. The Broncos are owned by the Pat Bowlen trust. The Broncos have played at Sports Authority Field at Mile High since 2001, after previously playing at Mile High Stadium from 1960–2000.

The Broncos were barely competitive during their 10-year run in the AFL and their first seven years in the NFL, never making the playoffs. They did not have a winning season until 1973. Four years later, in 1977, they made the playoffs for the first time in franchise history and advanced to Super Bowl XII. Since 1975, the Broncos have become one of the NFL's more successful teams, having suffered only six losing records in 40 seasons. They have won seven AFC Championships and two Super Bowls, and have four players in the Pro Football Hall of Fame: John Elway, Floyd Little, Gary Zimmerman, and Shannon Sharpe.","","",1960,"{""sport"": ""American Football"", ""description"": ""The Denver Broncos are a professional American football team based in Denver, Colorado. They are members of the West Division of the American Football Conference (AFC) in the National Football League (NFL). The Broncos began play in 1960 as a charter member of the American Football League (AFL) and joined the NFL as part of the merger in 1970. The Broncos are owned by the Pat Bowlen trust. The Broncos have played at Sports Authority Field at Mile High since 2001, after previously playing at Mile High Stadium from 1960\u20132000.\r\n\r\nThe Broncos were barely competitive during their 10-year run in the AFL and their first seven years in the NFL, never making the playoffs. They did not have a winning season until 1973. Four years later, in 1977, they made the playoffs for the first time in franchise history and advanced to Super Bowl XII. Since 1975, the Broncos have become one of the NFL's more successful teams, having suffered only six losing records in 40 seasons. They have won seven AFC Championships and two Super Bowls, and have four players in the Pro Football Hall of Fame: John Elway, Floyd Little, Gary Zimmerman, and Shannon Sharpe."", ""keywords"": """", ""colors"": null, ""manager"": null, ""alternate_names"": null}","2025-05-18T20:15:30.081547","2025-05-18T20:15:30.081553"
"134944","New Orleans Saints","4391","NFL","United States","Caesars Superdome","www.neworleanssaints.com","www.facebook.com/neworleanssaints/","twitter.com/Saints","www.instagram.com/saints/?hl=en","The New Orleans Saints are a professional American football team based in New Orleans, Louisiana. The Saints currently compete in the National Football League (NFL) as a member of the league's National Football Conference (NFC) South division. The team was founded by John W. Mecom Jr., David Dixon and the city of New Orleans. The Saints began play in Tulane Stadium in 1967.

The name ""Saints"" is an allusion to November 1 being All Saints Day in the Catholic faith, New Orleans' large Catholic population, and the spiritual ""When the Saints Go Marching In"", which is strongly associated with New Orleans and often sung by fans at games. The franchise was founded on November 1, 1966. The team's primary colors are old gold and black; their logo is a simplified fleur-de-lis. They played their home games in Tulane Stadium through the 1974 NFL season. The following year, they moved to the new Louisiana Superdome (now the Mercedes-Benz Superdome, since Mercedes-Benz has purchased the stadium's naming rights).

For most of their first 20 years, the Saints were barely competitive, only getting to .500 twice. In 1987, they finished 12–3—their first-ever winning season—and qualified for the NFL playoffs for the first time in franchise history, but lost to the Minnesota Vikings 44–10. The next season of 1988 ended with a 10–6 record, but no playoff berth. In the 2000 season, the Saints defeated the defending Super Bowl champion St. Louis Rams 31–28 to notch their first-ever playoff win.

In 2005, Hurricane Katrina devastated New Orleans and much of the Gulf Coast region. The Superdome was used as an emergency temporary shelter for displaced residents. The stadium suffered damage from the hurricane (notably from flooding and part of the roof being torn off as well as internal damage), and from lack of available facilities. The Saints were forced to play their first scheduled home game against the New York Giants at Giants Stadium in East Rutherford, New Jersey (the Giants' home stadium); other home games were rescheduled at the Alamodome in San Antonio, Texas or Tiger Stadium in Baton Rouge, Louisiana. During the season, it was rumored that Saints owner Tom Benson might deem the Superdome unusable and seek to legally void his contract and relocate the team to San Antonio, where he has business interests. Ultimately, however, the Superdome was repaired and renovated in time for the 2006 season at an estimated cost of US$185 million. The New Orleans Saints' first post-Katrina home game was an emotionally charged Monday Night Football game versus their division rival, the Atlanta Falcons. The Saints, under rookie head coach Sean Payton and new quarterback Drew Brees, defeated the Falcons 23–3, and went on to notch the second playoff win in franchise history.

The 2009 season was a historic one for the Saints. Winning a franchise-record 13 games, they qualified for Super Bowl XLIV and defeated the AFC champion Indianapolis Colts 31–17. To date, it is the only Super Bowl championship that they have won, and as it is the only Super Bowl the Saints have appeared in, they join the New York Jets and Tampa Bay Buccaneers as the only three NFL teams to win their lone Super Bowl appearance.

Over the course of 50 seasons, the Saints have compiled an overall record of 345–436–5, with a regular season record of 338–427–5 and a playoff record of 8–10.","","",1966,"{""sport"": ""American Football"", ""description"": ""The New Orleans Saints are a professional American football team based in New Orleans, Louisiana. The Saints currently compete in the National Football League (NFL) as a member of the league's National Football Conference (NFC) South division. The team was founded by John W. Mecom Jr., David Dixon and the city of New Orleans. The Saints began play in Tulane Stadium in 1967.\r\n\r\nThe name \""Saints\"" is an allusion to November 1 being All Saints Day in the Catholic faith, New Orleans' large Catholic population, and the spiritual \""When the Saints Go Marching In\"", which is strongly associated with New Orleans and often sung by fans at games. The franchise was founded on November 1, 1966. The team's primary colors are old gold and black; their logo is a simplified fleur-de-lis. They played their home games in Tulane Stadium through the 1974 NFL season. The following year, they moved to the new Louisiana Superdome (now the Mercedes-Benz Superdome, since Mercedes-Benz has purchased the stadium's naming rights).\r\n\r\nFor most of their first 20 years, the Saints were barely competitive, only getting to .500 twice. In 1987, they finished 12\u20133\u2014their first-ever winning season\u2014and qualified for the NFL playoffs for the first time in franchise history, but lost to the Minnesota Vikings 44\u201310. The next season of 1988 ended with a 10\u20136 record, but no playoff berth. In the 2000 season, the Saints defeated the defending Super Bowl champion St. Louis Rams 31\u201328 to notch their first-ever playoff win.\r\n\r\nIn 2005, Hurricane Katrina devastated New Orleans and much of the Gulf Coast region. The Superdome was used as an emergency temporary shelter for displaced residents. The stadium suffered damage from the hurricane (notably from flooding and part of the roof being torn off as well as internal damage), and from lack of available facilities. The Saints were forced to play their first scheduled home game against the New York Giants at Giants Stadium in East Rutherford, New Jersey (the Giants' home stadium); other home games were rescheduled at the Alamodome in San Antonio, Texas or Tiger Stadium in Baton Rouge, Louisiana. During the season, it was rumored that Saints owner Tom Benson might deem the Superdome unusable and seek to legally void his contract and relocate the team to San Antonio, where he has business interests. Ultimately, however, the Superdome was repaired and renovated in time for the 2006 season at an estimated cost of US$185 million. The New Orleans Saints' first post-Katrina home game was an emotionally charged Monday Night Football game versus their division rival, the Atlanta Falcons. The Saints, under rookie head coach Sean Payton and new quarterback Drew Brees, defeated the Falcons 23\u20133, and went on to notch the second playoff win in franchise history.\r\n\r\nThe 2009 season was a historic one for the Saints. Winning a franchise-record 13 games, they qualified for Super Bowl XLIV and defeated the AFC champion Indianapolis Colts 31\u201317. To date, it is the only Super Bowl championship that they have won, and as it is the only Super Bowl the Saints have appeared in, they join the New York Jets and Tampa Bay Buccaneers as the only three NFL teams to win their lone Super Bowl appearance.\r\n\r\nOver the course of 50 seasons, the Saints have compiled an overall record of 345\u2013436\u20135, with a regular season record of 338\u2013427\u20135 and a playoff record of 8\u201310."", ""keywords"": """", ""colors"": null, ""manager"": null, ""alternate_names"": null}","2025-05-18T20:15:30.081614","2025-05-18T20:15:30.081620"
"134925","Pittsburgh Steelers","4391","NFL","United States","Acrisure Stadium","www.steelers.com","www.facebook.com/steelers/","twitter.com/#!/steelers","www.instagram.com/steelers/?hl=en","The Pittsburgh Steelers are a professional American football team based in Pittsburgh, Pennsylvania. The team currently belongs to the North Division of the American Football Conference (AFC) in the National Football League (NFL). Founded in 1933, the Steelers are the oldest franchise in the AFC.

In contrast with their status as perennial also-rans in the pre-merger NFL, where Pittsburgh were the oldest team to never win a championship, the Steelers are one of the most successful NFL franchises of the modern era. Pittsburgh has won more Super Bowl titles (six), won more AFC Championship Games (eight), and played in (fifteen) and hosted more (eleven) conference championship games than any other NFL team. The Steelers share the record for most Super Bowl appearances with the Dallas Cowboys (eight). The Steelers lost their most recent championship appearance, Super Bowl XLV, on February 6, 2011.

The Steelers were founded as the Pittsburgh Pirates on July 8, 1933, by Art Rooney, taking its original name from the baseball team of the same name, as was common practice for NFL teams at the time. The ownership of the Steelers has remained within the Rooney family since its founding. The current owner is Art's son, Dan Rooney, who has given much control of the franchise to his son Art Rooney II. Long one of the NFL's flagship teams, the Steelers enjoy a large, widespread fanbase nicknamed Steeler Nation. The Steelers currently play their home games at Heinz Field on Pittsburgh's North Side in the North Shore neighborhood, which also hosts the University of Pittsburgh Panthers. Built in 2001, the stadium replaced Three Rivers Stadium which hosted the Steelers for 31 seasons. Prior to Three Rivers, the Steelers had played their games in Pitt Stadium and Forbes Field.","","",1933,"{""sport"": ""American Football"", ""description"": ""The Pittsburgh Steelers are a professional American football team based in Pittsburgh, Pennsylvania. The team currently belongs to the North Division of the American Football Conference (AFC) in the National Football League (NFL). Founded in 1933, the Steelers are the oldest franchise in the AFC.\r\n\r\nIn contrast with their status as perennial also-rans in the pre-merger NFL, where Pittsburgh were the oldest team to never win a championship, the Steelers are one of the most successful NFL franchises of the modern era. Pittsburgh has won more Super Bowl titles (six), won more AFC Championship Games (eight), and played in (fifteen) and hosted more (eleven) conference championship games than any other NFL team. The Steelers share the record for most Super Bowl appearances with the Dallas Cowboys (eight). The Steelers lost their most recent championship appearance, Super Bowl XLV, on February 6, 2011.\r\n\r\nThe Steelers were founded as the Pittsburgh Pirates on July 8, 1933, by Art Rooney, taking its original name from the baseball team of the same name, as was common practice for NFL teams at the time. The ownership of the Steelers has remained within the Rooney family since its founding. The current owner is Art's son, Dan Rooney, who has given much control of the franchise to his son Art Rooney II. Long one of the NFL's flagship teams, the Steelers enjoy a large, widespread fanbase nicknamed Steeler Nation. The Steelers currently play their home games at Heinz Field on Pittsburgh's North Side in the North Shore neighborhood, which also hosts the University of Pittsburgh Panthers. Built in 2001, the stadium replaced Three Rivers Stadium which hosted the Steelers for 31 seasons. Prior to Three Rivers, the Steelers had played their games in Pitt Stadium and Forbes Field."", ""keywords"": """", ""colors"": null, ""manager"": null, ""alternate_names"": null}","2025-05-18T20:15:30.081662","2025-05-18T20:15:30.081667"
"134936","Philadelphia Eagles","4391","NFL","United States","Lincoln Financial Field","philadelphiaeagles.com","www.facebook.com/philadelphiaeagles","twitter.com/eagles","www.instagram.com/philadelphiaeagles","The Philadelphia Eagles are a professional American football team based in Philadelphia, Pennsylvania. They are members of the East Division of the National Football Conference (NFC) in the National Football League (NFL). The Eagles have won three NFL titles and made two Super Bowl appearances, losing both. These were in (in 1980 to the Oakland Raiders and 2004 to the New England Patriots).

The club was established in 1933 as a replacement for the bankrupt Frankford Yellow Jackets, when a group led by Bert Bell secured the rights to an NFL franchise in Philadelphia. Throughout the team's history, Bell, Chuck Bednarik, Bob Brown, Reggie White, Steve Van Buren, Tommy McDonald, Greasy Neale, Pete Pihos, Sonny Jurgensen, and Norm Van Brocklin have been inducted to the Pro Football Hall of Fame.

The team has an intense rivalry with the New York Giants. This rivalry is the oldest in the NFC East and is among the oldest in the NFL. It was ranked by NFL Network as the #1 rivalry of all-time and Sports Illustrated has it amongst the top ten NFL rivalries of all-time at #4, and according to ESPN, it is one of the fiercest and most well-known rivalries in the football community. They also have a historic rivalry with the Washington Redskins, as well as their bitter rivalry with the Dallas Cowboys, which has become more high-profile in the last three decades.

Eagles fans are among the most diehard and loyal in the NFL. They consistently rank in the top 3 in attendance and have sold out every game since the 1999 season. In a Sports Illustrated poll of 321 NFL players, Eagles fans were selected the most intimidating fans in the NFL.","","",1933,"{""sport"": ""American Football"", ""description"": ""The Philadelphia Eagles are a professional American football team based in Philadelphia, Pennsylvania. They are members of the East Division of the National Football Conference (NFC) in the National Football League (NFL). The Eagles have won three NFL titles and made two Super Bowl appearances, losing both. These were in (in 1980 to the Oakland Raiders and 2004 to the New England Patriots).\r\n\r\nThe club was established in 1933 as a replacement for the bankrupt Frankford Yellow Jackets, when a group led by Bert Bell secured the rights to an NFL franchise in Philadelphia. Throughout the team's history, Bell, Chuck Bednarik, Bob Brown, Reggie White, Steve Van Buren, Tommy McDonald, Greasy Neale, Pete Pihos, Sonny Jurgensen, and Norm Van Brocklin have been inducted to the Pro Football Hall of Fame.\r\n\r\nThe team has an intense rivalry with the New York Giants. This rivalry is the oldest in the NFC East and is among the oldest in the NFL. It was ranked by NFL Network as the #1 rivalry of all-time and Sports Illustrated has it amongst the top ten NFL rivalries of all-time at #4, and according to ESPN, it is one of the fiercest and most well-known rivalries in the football community. They also have a historic rivalry with the Washington Redskins, as well as their bitter rivalry with the Dallas Cowboys, which has become more high-profile in the last three decades.\r\n\r\nEagles fans are among the most diehard and loyal in the NFL. They consistently rank in the top 3 in attendance and have sold out every game since the 1999 season. In a Sports Illustrated poll of 321 NFL players, Eagles fans were selected the most intimidating fans in the NFL."", ""keywords"": ""Birds"", ""colors"": null, ""manager"": null, ""alternate_names"": null}","2025-05-18T20:15:30.081706","2025-05-18T20:15:30.081711"
"135907","Los Angeles Rams","4391","NFL","United States","SoFi Stadium","www.therams.com","www.facebook.com/Rams","twitter.com/RamsNFL","instagram.com/rams","The Los Angeles Rams are a professional American football team based in the Los Angeles metropolitan area. The Rams compete in the National Football League (NFL), as a member club of the National Football Conference (NFC) West division. The Rams franchise has won three NFL championships, and is the only franchise to win championships while representing three different cities (Cleveland in 1945, Los Angeles in 1951, and St. Louis in 1999).

The franchise began in 1936 as the Cleveland Rams, located in Cleveland, Ohio. The club was owned by Homer Marshman and featured players such as William ""Bud"" Cooper, Harry ""The Horse"" Mattos, Stan Pincura, and Mike Sebastian. Damon ""Buzz"" Wetzel joined as general manager.

After winning the 1945 NFL Championship Game, the franchise moved to Los Angeles, California, in 1946, making way for Paul Brown's Cleveland Browns of the All-America Football Conference and becoming the only NFL championship team to play the following season in another city. The club played their home games at the Los Angeles Memorial Coliseum before moving into a reconstructed Anaheim Stadium in nearby Anaheim in 1979.

After the 1994 NFL season, the Rams left California and moved east to St. Louis, Missouri. Five seasons after relocating, the team won Super Bowl XXXIV in a 23–16 victory over the Tennessee Titans. The Rams continued to play in the Edward Jones Dome in St. Louis until the end of the 2015 NFL season, when the team filed notice with the NFL of its intent to pursue a relocation back to Los Angeles. The move was approved by a 30–2 margin at an owners' meeting in January 2016, with the Rams returning to the city for the 2016 NFL season.","","",1936,"{""sport"": ""American Football"", ""description"": ""The Los Angeles Rams are a professional American football team based in the Los Angeles metropolitan area. The Rams compete in the National Football League (NFL), as a member club of the National Football Conference (NFC) West division. The Rams franchise has won three NFL championships, and is the only franchise to win championships while representing three different cities (Cleveland in 1945, Los Angeles in 1951, and St. Louis in 1999).\r\n\r\nThe franchise began in 1936 as the Cleveland Rams, located in Cleveland, Ohio. The club was owned by Homer Marshman and featured players such as William \""Bud\"" Cooper, Harry \""The Horse\"" Mattos, Stan Pincura, and Mike Sebastian. Damon \""Buzz\"" Wetzel joined as general manager.\r\n\r\nAfter winning the 1945 NFL Championship Game, the franchise moved to Los Angeles, California, in 1946, making way for Paul Brown's Cleveland Browns of the All-America Football Conference and becoming the only NFL championship team to play the following season in another city. The club played their home games at the Los Angeles Memorial Coliseum before moving into a reconstructed Anaheim Stadium in nearby Anaheim in 1979.\r\n\r\nAfter the 1994 NFL season, the Rams left California and moved east to St. Louis, Missouri. Five seasons after relocating, the team won Super Bowl XXXIV in a 23\u201316 victory over the Tennessee Titans. The Rams continued to play in the Edward Jones Dome in St. Louis until the end of the 2015 NFL season, when the team filed notice with the NFL of its intent to pursue a relocation back to Los Angeles. The move was approved by a 30\u20132 margin at an owners' meeting in January 2016, with the Rams returning to the city for the 2016 NFL season."", ""keywords"": """", ""colors"": null, ""manager"": null, ""alternate_names"": null}","2025-05-18T20:15:30.081755","2025-05-18T20:15:30.081760"
"135908","Los Angeles Chargers","4391","NFL","United States","SoFi Stadium","www.chargers.com","www.facebook.com/chargers","twitter.com/chargers","instagram.com/chargers","The San Diego Chargers are a professional American football team based in San Diego, California. They have been members of the West division of the American Football Conference (AFC) in the National Football League (NFL) since 1970. The club began play in 1960 as a charter member of the American Football League, and spent its first season in Los Angeles, California before moving to San Diego in 1961. The Chargers play their home games at Qualcomm Stadium. The Chargers continue to be the only NFL team based in Southern California, with no teams in Los Angeles since 1994.

The Chargers won one AFL title in 1963 and reached the AFL playoffs five times and the AFL Championship four times before joining the NFL (1970) as part of the AFL–NFL merger. In the 43 years since then, the Chargers have made thirteen trips to the playoffs and four appearances in the AFC Championship game. At the end of the 1994 season, the Chargers faced the San Francisco 49ers in Super Bowl XXIX and fell 49–26. The Chargers have six players and one coach enshrined in the Pro Football Hall of Fame in Canton, Ohio: wide receiver Lance Alworth (1962–1970), defensive end Fred Dean (1975–1981), quarterback Dan Fouts (1973–1987), head coach/general manager Sid Gillman (1960–1969, 1971), wide receiver Charlie Joiner (1976–1986), offensive lineman Ron Mix (1960–1969), and tight end Kellen Winslow (1979–1987).","","",1960,"{""sport"": ""American Football"", ""description"": ""The San Diego Chargers are a professional American football team based in San Diego, California. They have been members of the West division of the American Football Conference (AFC) in the National Football League (NFL) since 1970. The club began play in 1960 as a charter member of the American Football League, and spent its first season in Los Angeles, California before moving to San Diego in 1961. The Chargers play their home games at Qualcomm Stadium. The Chargers continue to be the only NFL team based in Southern California, with no teams in Los Angeles since 1994.\r\n\r\nThe Chargers won one AFL title in 1963 and reached the AFL playoffs five times and the AFL Championship four times before joining the NFL (1970) as part of the AFL\u2013NFL merger. In the 43 years since then, the Chargers have made thirteen trips to the playoffs and four appearances in the AFC Championship game. At the end of the 1994 season, the Chargers faced the San Francisco 49ers in Super Bowl XXIX and fell 49\u201326. The Chargers have six players and one coach enshrined in the Pro Football Hall of Fame in Canton, Ohio: wide receiver Lance Alworth (1962\u20131970), defensive end Fred Dean (1975\u20131981), quarterback Dan Fouts (1973\u20131987), head coach/general manager Sid Gillman (1960\u20131969, 1971), wide receiver Charlie Joiner (1976\u20131986), offensive lineman Ron Mix (1960\u20131969), and tight end Kellen Winslow (1979\u20131987)."", ""keywords"": """", ""colors"": null, ""manager"": null, ""alternate_names"": null}","2025-05-18T20:15:30.081801","2025-05-18T20:15:30.081805"
"134931","Kansas City Chiefs","4391","NFL","United States","GEHA Field at Arrowhead Stadium","www.kcchiefs.com","www.facebook.com/KansasCityChiefs","twitter.com/kcchiefs","www.instagram.com/chiefs/?hl=en","The Kansas City Chiefs are a professional American football team in Kansas City, Missouri. A member of the AFC West division of the National Football League (NFL), the team was founded in 1960 as the Dallas Texans, a charter member of the American Football League (AFL). In 1963, the team relocated to Kansas City and assumed their current name, joining the NFL in the 1970 AFL–NFL merger. The team is valued at just under $1 billion.

The Chiefs won three AFL championships, in 1962, 1966 and 1969, and became the second AFL team (after the New York Jets) to defeat an NFL team in an AFL–NFL World Championship Game when they defeated the Minnesota Vikings in Super Bowl IV. The team's victory on January 11, 1970 remains the club's last championship game victory and appearance. The Chiefs were also the second team, after the Green Bay Packers, to appear in more than one Super Bowl, and the first to appear in the championship game in two different decades.","","",1960,"{""sport"": ""American Football"", ""description"": ""The Kansas City Chiefs are a professional American football team in Kansas City, Missouri. A member of the AFC West division of the National Football League (NFL), the team was founded in 1960 as the Dallas Texans, a charter member of the American Football League (AFL). In 1963, the team relocated to Kansas City and assumed their current name, joining the NFL in the 1970 AFL\u2013NFL merger. The team is valued at just under $1 billion.\r\n\r\nThe Chiefs won three AFL championships, in 1962, 1966 and 1969, and became the second AFL team (after the New York Jets) to defeat an NFL team in an AFL\u2013NFL World Championship Game when they defeated the Minnesota Vikings in Super Bowl IV. The team's victory on January 11, 1970 remains the club's last championship game victory and appearance. The Chiefs were also the second team, after the Green Bay Packers, to appear in more than one Super Bowl, and the first to appear in the championship game in two different decades."", ""keywords"": """", ""colors"": null, ""manager"": null, ""alternate_names"": null}","2025-05-18T20:15:30.081864","2025-05-18T20:15:30.081870"
